Date,Org_Code,Parent_Org,Org_Name,AE_atte_Type1,AE_atte_Type2,AE_atte_Other,No_att_over_4hrs_Type1,No_att_over_4hrs_Type2,No_att_over_4hrs_Other,4to12hs_to_admis,More12hs_to_admis,Emg_Admis_AE_Type1,Emg_Admis_AE_Type2,Emg_Admis_AE_Other
2018-09-30,RFR,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),THE ROTHERHAM NHS FOUNDATION TRUST,8033,0,0,1232,0,0,153,0,1512,0,0
2018-09-30,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13023,0,1340,1398,0,1,174,1,4024,0,0
2018-09-30,RTD,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,9645,1829,8053,644,26,0,42,0,2405,22,4
2018-09-30,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,4051,0,0,0,0,0,0,0,0
2018-09-30,G82071,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",WHITSTABLE MEDICAL PRACTICE,0,0,2879,0,0,0,0,0,0,0,0
2018-09-30,RNL,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,7731,0,1770,564,0,5,105,0,2128,0,0
2018-09-30,NMH01,NHS ENGLAND MIDLANDS AND EAST (EAST),NORWICH PRACTICES LTD,0,0,5150,0,0,0,0,0,0,0,0
2018-09-30,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,9426,4043,9657,2469,3,73,561,7,3262,18,0
2018-09-30,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8897,0,0,930,0,0,222,0,1385,0,0
2018-09-30,RXN,NHS ENGLAND NORTH (LANCASHIRE AND SOUTH CUMBRIA),LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,6338,0,6279,1741,0,181,562,8,2116,0,390
2018-09-30,C83023,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),SLEAFORD MEDICAL GROUP,0,0,586,0,0,0,0,0,0,0,0
2018-09-30,Y02692,NHS ENGLAND LONDON,THE WEMBLEY PRACTICE,0,0,3102,0,0,0,0,0,0,0,0
2018-09-30,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,3203,0,0,0,0,0,0,0,0
2018-09-30,RTG,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,16552,0,8795,3617,0,2,291,2,5310,0,163
2018-09-30,RBD,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3949,0,4363,219,0,2,4,1,1371,0,0
2018-09-30,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15758,0,6852,4992,0,369,630,20,4384,0,0
2018-09-30,RTE,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12488,0,0,1373,0,0,391,0,3756,0,0
2018-09-30,RXR,NHS ENGLAND NORTH (LANCASHIRE AND SOUTH CUMBRIA),EAST LANCASHIRE HOSPITALS NHS TRUST,9202,0,5770,2639,0,393,399,20,3394,0,39
2018-09-30,RWD,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11990,0,1593,4086,0,0,1286,1,3659,0,0
2018-09-30,RXG,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0
2018-09-30,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10120,0,0,478,0,0,52,0,1650,0,0
2018-09-30,RCD,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4234,0,774,236,0,0,5,0,937,0,0
2018-10-31,RY7,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),WIRRAL COMMUNITY NHS FOUNDATION TRUST,0,0,4165,0,0,9,0,0,0,0,0
2018-10-31,8J094,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),BADGER LTD,0,0,2818,0,0,0,0,0,0,0,0
2018-10-31,Y03007,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),ERDINGTON GP HEALTH & WELLBEING WIC,0,0,2617,0,0,0,0,0,0,0,0
2018-10-31,RJ8,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,Y00751,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",EAST BERKS PRIMARY CARE OOH(WAM),0,0,3894,0,0,28,0,0,0,0,0
2018-10-31,RA4,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4502,0,0,108,0,0,9,0,1487,0,0
2018-10-31,Y02696,NHS ENGLAND LONDON,EDMONTON GP WALK IN CENTRE,0,0,977,0,0,0,0,0,0,0,0
2018-10-31,NNF76,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),THE WILBERFORCE HEALTH CENTRE,0,0,3460,0,0,0,0,0,0,0,0
2018-10-31,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,4475,0,0,0,0,0,0,0,0
2018-10-31,Y02961,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),SUMMERFIELD GP SURG & URGENT CARE CENTRE,0,0,2751,0,0,0,0,0,0,0,0
2018-10-31,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,NNF94,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),EAST RIDING COMMUNITY HOSPITAL,0,0,2213,0,0,3,0,0,0,0,0
2018-10-31,L83087,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),OKEHAMPTON MEDICAL CENTRE,0,0,163,0,0,0,0,0,0,0,0
2018-10-31,C82009,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MARKET HARBOROUGH MED.CTR,0,0,398,0,0,0,0,0,0,0,0
2018-10-31,NNFA7,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),GOOLE & DISTRICT HOSPITAL,0,0,1281,0,0,2,0,0,0,0,0
2018-10-31,Y02428,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,1454,0,0,0,0,0,0,0,0
2018-10-31,NNF09,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),BRANSHOLME HEALTH CENTRE,0,0,2482,0,0,5,0,0,0,0,0
2018-10-31,RY8,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,5676,0,0,0,0,0,0,0,0
2018-10-31,NQT5F,NHS ENGLAND NORTH (LANCASHIRE AND SOUTH CUMBRIA),SKELMERSDALE WALK IN CENTRE,0,0,1956,0,0,14,0,0,0,0,0
2018-10-31,AXT02,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),SHAKESPEARE WALK-IN CENTRE,0,0,3765,0,0,0,0,0,0,0,0
2018-10-31,NTPAD,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",ST MARY'S NHS TREATMENT CENTRE,0,0,5101,0,0,6,0,0,0,0,0
2018-10-31,Y02572,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),PARK COMMUNITY PRACTICE,0,0,707,0,0,0,0,0,0,0,0
2018-10-31,NL7,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,5908,0,0,0,0,0,0,0,0
2018-10-31,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,C82010,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),OAKHAM MEDICAL PRACTICE,0,0,315,0,0,0,0,0,0,0,0
2018-10-31,Y04538,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BRACKNELL URGENT CARE CENTRE WIC,0,0,3109,0,0,0,0,0,0,0,0
2018-10-31,RXQ,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6525,1244,5114,1461,0,8,526,0,3380,898,0
2018-10-31,RYY,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,6758,0,0,16,0,0,0,0,0
2018-10-31,C82038,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),LATHAM HOUSE MEDICAL PRACTICE,0,0,190,0,0,0,0,0,0,0,0
2018-10-31,RDY,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,3
2018-10-31,ATQ02,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WALSALL URGENT CARE CENTRE (COMMUNITY SITE),0,0,3220,0,0,0,0,0,0,0,0
2018-10-31,Y03094,NHS ENGLAND LONDON,THE JUNCTION HC - UNREGISTERED PATIENTS,0,0,3356,0,0,0,0,0,0,0,0
2018-10-31,Y03645,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),MORETON HEALTH MINOR INJURY,0,0,408,0,0,0,0,0,0,0,0
2018-10-31,Y03051,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",HASTINGS MED P & WALKIN,0,0,1851,0,0,0,0,0,0,0,0
2018-10-31,RPC,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,913,0,0,0,0,0,0,0,31
2018-10-31,RTK,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,8528,0,192,1846,0,0,353,0,2038,0,9
2018-10-31,NLX24,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),YATE WEST GATE CENTRE,0,0,1748,0,0,1,0,0,0,0,0
2018-10-31,RBS,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5428,0,0,493,0,0,0,0,1170,0,0
2018-10-31,Y03571,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),CORBY URGENT CARE CENTRE,0,0,6220,0,0,0,0,0,0,0,0
2018-10-31,RH8,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7942,0,4174,1022,0,0,65,3,2049,0,0
2018-10-31,DD401,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),EXMOUTH MINOR INJURY UNIT,0,0,1154,0,0,1,0,0,0,0,0
2018-10-31,RLQ,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),WYE VALLEY NHS TRUST,5153,0,445,1403,0,0,412,0,1313,0,0
2018-10-31,Y02816,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",EASTBOURNE STATION HEALTH CENTRE,0,0,398,0,0,0,0,0,0,0,0
2018-10-31,RWY,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,12914,0,0,1251,0,0,162,0,3107,0,0
2018-10-31,Y02532,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),MIRIAM MINOR EMERGENCY,0,0,1682,0,0,0,0,0,0,0,0
2018-10-31,RY4,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1058,0,0,0,0,0,0,0,0
2018-10-31,RQ3,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5285,0,0,465,0,0,0,0,1352,0,0
2018-10-31,Y02533,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),PARKFIELD (H) MINOR EMERGENCY,0,0,334,0,0,0,0,0,0,0,0
2018-10-31,RWH,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),EAST AND NORTH HERTFORDSHIRE NHS TRUST,9718,0,4408,1724,0,6,67,2,3156,0,0
2018-10-31,RJC,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5877,0,697,149,0,0,3,0,1921,0,0
2018-10-31,RYF,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1452,0,0,10,0,0,0,0,0
2018-10-31,RNU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2845,0,0,83,0,0,0,0,0
2018-10-31,RQ6,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,8172,2141,10120,2609,2,0,557,0,2524,28,0
2018-10-31,RW1,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,717,0,0,0,0,0,0,0,2
2018-10-31,RNA,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),THE DUDLEY GROUP NHS FOUNDATION TRUST,8930,0,5458,1704,0,0,519,0,2255,0,0
2018-10-31,NQT5H,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),PAULTON MEMORIAL HOSPITAL,0,0,687,0,0,6,0,0,0,0,0
2018-10-31,NJS05,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),LOUGHBOROUGH URGENT CARE CENTRE,0,0,4287,0,0,170,0,0,0,0,0
2018-10-31,E84068,NHS ENGLAND LONDON,THE RIDGEWAY SURGERY,0,0,1785,0,0,0,0,0,0,0,0
2018-10-31,RVY,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7142,0,3241,1155,0,50,374,4,2668,0,0
2018-10-31,RM1,NHS ENGLAND MIDLANDS AND EAST (EAST),NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9399,0,2550,1817,0,62,448,1,2961,0,0
2018-10-31,AJN,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),WORKINGTON HEALTH LIMITED,0,0,513,0,0,0,0,0,0,0,0
2018-10-31,RRF,NHS ENGLAND NORTH (GREATER MANCHESTER),"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7114,0,672,1267,0,0,89,0,2451,0,0
2018-10-31,NLO12,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),OAKHAM URGENT CARE CENTRE,0,0,261,0,0,0,0,0,0,0,0
2018-10-31,R1D,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2434,0,0,3,0,0,0,0,0
2018-10-31,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5564,0,8032,1998,0,62,22,1,2078,0,0
2018-10-31,RLN,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,8345,2064,2891,980,79,6,95,0,2892,27,0
2018-10-31,RGN,NHS ENGLAND MIDLANDS AND EAST (EAST),NORTH WEST ANGLIA NHS FOUNDATION TRUST,12219,0,865,968,0,0,95,0,3690,0,0
2018-10-31,NLO01,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),NORTHERN DOCTORS URGENT CARE,0,0,4260,0,0,19,0,0,0,0,0
2018-10-31,RBL,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7883,0,2937,2404,0,1,750,0,2514,0,0
2018-10-31,RXH,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,13588,1263,0,2825,40,0,1116,0,3229,24,0
2018-10-31,NNJ,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),DHU HEALTH CARE C.I.C,0,0,1748,0,0,0,0,0,0,0,0
2018-10-31,RJN,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),EAST CHESHIRE NHS TRUST,4080,0,171,981,0,0,181,6,974,0,0
2018-10-31,RP5,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11987,0,2589,1140,0,3,254,0,3558,0,421
2018-10-31,RL1,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,NLO11,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MARKET HARBOROUGH URGENT CARE CENTRE,0,0,550,0,0,6,0,0,0,0,0
2018-10-31,RJL,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12088,0,0,1641,0,0,301,2,3138,0,0
2018-10-31,RWX,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,2065,0,0,0,0,0,0,0,0
2018-10-31,RFF,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8156,0,0,377,0,0,41,0,2284,0,0
2018-10-31,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,3876,0,0,1,0,0,0,0,0
2018-10-31,AC008,NHS ENGLAND NORTH (LANCASHIRE AND SOUTH CUMBRIA),ROSSENDALE MINOR INJURIES UNIT,0,0,1133,0,0,0,0,0,0,0,0
2018-10-31,RR8,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),LEEDS TEACHING HOSPITALS NHS TRUST,17884,0,3873,3721,0,9,1278,0,5257,0,0
2018-10-31,Y01231,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),DR LOCAL CARE DIRECT OOH,0,0,2497,0,0,11,0,0,0,0,0
2018-10-31,RL4,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),THE ROYAL WOLVERHAMPTON NHS TRUST,11771,0,8226,1541,0,99,212,0,2866,0,0
2018-10-31,Y01069,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),DR LOCAL CARE DIRECT OOH,0,0,3091,0,0,0,0,0,0,0,0
2018-10-31,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13361,0,11828,2605,0,263,617,25,4855,0,0
2018-10-31,NLO09,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MELTON MOWBRAY URGENT CARE CENTRE,0,0,504,0,0,5,0,0,0,0,0
2018-10-31,NLO10,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),OADBY & WIGSTON URGENT CARE CENTRE,0,0,2060,0,0,54,0,0,0,0,0
2018-10-31,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,6649,0,10959,1933,0,55,466,0,2310,0,0
2018-10-31,RBQ,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,9590,1260,0,875,6,0,77,0,2271,0,0
2018-10-31,NR3,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4646,0,0,1,0,0,0,0,0
2018-10-31,RN5,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9571,0,912,2058,0,9,995,0,2554,0,0
2018-10-31,RJR,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6192,0,600,1150,0,2,519,0,1850,0,0
2018-10-31,RNZ,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),SALISBURY NHS FOUNDATION TRUST,4108,319,0,752,0,0,195,0,1216,0,0
2018-10-31,RBA,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),TAUNTON AND SOMERSET NHS FOUNDATION TRUST,6220,0,0,623,0,0,53,0,2179,0,0
2018-10-31,RFR,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),THE ROTHERHAM NHS FOUNDATION TRUST,8404,0,0,949,0,0,160,0,1589,0,0
2018-10-31,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,5005,0,0,30,0,0,0,0,0
2018-10-31,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",16552,830,7900,4513,1,14,69,1,4958,0,0
2018-10-31,RVJ,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),NORTH BRISTOL NHS TRUST,7848,0,0,1343,0,0,389,0,3018,0,0
2018-10-31,RBT,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5998,0,2059,1162,0,7,0,0,2403,0,0
2018-10-31,RE9,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),SOUTH TYNESIDE NHS FOUNDATION TRUST,5247,0,497,171,0,0,23,0,1268,0,0
2018-10-31,RDU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",FRIMLEY HEALTH NHS FOUNDATION TRUST,20202,0,0,2207,0,0,299,0,6258,0,0
2018-10-31,RTF,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9077,0,10252,616,0,68,1,0,4536,0,14
2018-10-31,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,20167,0,3413,2936,0,1,753,0,4551,0,0
2018-10-31,NQ108,NHS ENGLAND MIDLANDS AND EAST (EAST),CLACTON HOSPITAL,0,0,2588,0,0,1,0,1,0,0,0
2018-10-31,RC9,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8867,0,3361,200,0,0,0,1,2553,0,0
2018-10-31,RWG,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),WEST HERTFORDSHIRE HOSPITALS NHS TRUST,8523,0,3908,1919,0,11,512,0,3187,0,0
2018-10-31,R0A,NHS ENGLAND NORTH (GREATER MANCHESTER),MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,22171,3727,9832,6021,40,38,1433,0,6938,198,181
2018-10-31,NEH06,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),HAVERSTOCK HEALTHCARE (CHESHUNT COMMUNITY HOSPITAL),0,0,1959,0,0,0,0,0,0,0,0
2018-10-31,RTP,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",SURREY AND SUSSEX HEALTHCARE NHS TRUST,8076,0,724,606,0,0,298,0,2495,0,0
2018-10-31,RCU,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5016,0,190,180,0,0,1,0,756,0,0
2018-10-31,RD8,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7374,0,4429,1175,0,7,239,0,1922,0,0
2018-10-31,Y02676,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",BRIGHTON STATION HEALTH CENTRE,0,0,1630,0,0,1,0,0,0,0,0
2018-10-31,RHU,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",PORTSMOUTH HOSPITALS NHS TRUST,10195,842,2051,3063,0,2,691,0,3430,0,5
2018-10-31,NQ106,NHS ENGLAND MIDLANDS AND EAST (EAST),FRYATT HOSPITAL,0,0,543,0,0,0,0,0,0,0,0
2018-10-31,RX1,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13035,1769,2943,4311,15,84,701,0,4035,0,0
2018-10-31,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12355,0,0,1647,0,0,217,0,2186,0,0
2018-10-31,NMH01,NHS ENGLAND MIDLANDS AND EAST (EAST),NORWICH PRACTICES LTD,0,0,5024,0,0,0,0,0,0,0,0
2018-10-31,M85813,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),BIRMINGHAM WIC,0,0,3503,0,0,0,0,0,0,0,0
2018-10-31,RNQ,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,7872,0,0,1026,0,0,153,0,2796,0,0
2018-10-31,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10011,4253,10265,2200,30,66,468,5,3476,7,0
2018-10-31,RFS,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6081,0,1546,967,0,0,165,0,2223,0,0
2018-10-31,RA3,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),WESTON AREA HEALTH NHS TRUST,4133,0,0,525,0,0,0,0,1120,0,0
2018-10-31,RK5,NHS ENGLAND MIDLANDS AND EAST (NORTH MIDLANDS),SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8917,0,4149,680,0,49,93,0,2944,0,1
2018-10-31,RTV,NHS ENGLAND NORTH (CHESHIRE AND MERSEYSIDE),NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,9995,0,0,99,0,0,0,0,0
